STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USC00086767,"PALM COAST 6 NE, FL US",29.6319,-81.2061,1.5,2022,,,3221,3221,7,101,7,69,7,0,7,2,7,0,7,285,7,87,7,31,"7,1226,+",2.89," ,7,0625, ",104,"7,0624, ",31,"7,1225",,,,,,,,,,,,,,,,,,,49.48," ,7",73.1,7,81.1,7,65,7,,,,,,,,
USC00086767,"PALM COAST 6 NE, FL US",29.6319,-81.2061,1.5,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,0,389,7,,,,,,,,,,,,,,,,
USC00085359,"MARCO ISLAND, FL US",25.9491,-81.7138,3,2016,,,4488,4488,7,124,7,79,7,0,7,0,7,0,7,346,7,122,7,43,"7,0125, ",3.9," ,7,0123, ",97,"7,0824, ",,,,,,,,,,,,,,,,,177,6,177,7,57.8," ,7",76.7,7,85,7,68.4,7,,,,,,,,
USC00085359,"MARCO ISLAND, FL US",25.9491,-81.7138,3,2017,,,,,,116,7,82,7,,,,,,,,,,,,,9.68," ,7,0606, ",,,,,,,,,,,,,,,,,,,93,8,93,7,80.03," ,7",,,,,,,,,,,,,,
USC00085359,"MARCO ISLAND, FL US",25.9491,-81.7138,3,2018,,,,,,117,7,64,7,,,,,,,,,,,,,3.33," ,7,0904, ",,,,,,,,,,,,,,,,,,,,,,,36.07," ,7",,,,,,,,,,,,,,
USC00085359,"MARCO ISLAND, FL US",25.9491,-81.7138,3,2019,,,4413,4413,7,122,7,86,7,0,7,0,7,0,7,349,7,125,7,43,"7,0122, ",3.47," ,7,0618, ",96,"7,0628, ",,,,,,,,,,,,,,,,,,,,,57.09," ,7",76.6,7,84.9,7,68.4,7,,,,,,,,
USC00085359,"MARCO ISLAND, FL US",25.9491,-81.7138,3,2020,,,4484,4484,7,114,7,81,7,0,7,0,7,0,7,353,7,130,7,38,"7,0123,+",4.38," ,7,0720, ",97,"7,0628, ",,,,,,,,,,,,,,,,,139,2,139,7,62.69," ,7",76.7,7,84.9,7,68.4,7,,,,,,,,
USC00085359,"MARCO ISLAND, FL US",25.9491,-81.7138,3,2021,,,4198,4198,7,100,7,69,7,0,7,0,7,0,7,354,7,101,7,44,"7,0205,+",4.03," ,7,0707, ",95,"7,0819, ",,,,,,,,,,,,,,,,,204,3,204,7,54.41," ,7",76.1,7,84.4,7,67.8,7,,,,,,,,
USC00085359,"MARCO ISLAND, FL US",25.9491,-81.7138,3,2022,,,4409,4409,7,114,7,78,7,0,7,0,7,0,7,350,7,120,7,37,"7,0131,+",5.71," ,7,0604, ",96,"7,0821,+",,,,,,,,,,,,,,,,,139,1,139,7,50.57," ,7",76.6,7,85.3,7,68,7,,,,,,,,
USC00085359,"MARCO ISLAND, FL US",25.9491,-81.7138,3,2023,,,4491,4491,7,86,7,45,7,0,7,0,7,0,7,357,7,124,7,42,"7,0116,+",4.28," ,7,1116, ",97,"7,0816,+",,,,,,,,,,,,,,,,,132,5,132,7,35.25," ,7",77,7,85.4,7,68.6,7,,,,,,,,
USW00053853,"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,5.4,2016,6.7,W,3620,3620,W,84,W,64,W,0,W,0,W,0,W,293,W,108,W,34,"W,0124, ",5.78," ,W,1205, ",97,"W,0720,+",,,,,,,,,,,,,,,,,750,9,750,W,56.08," ,W",72.6,W,79.9,W,65.4,W,140,W,130,W,36.9,W,49,W
USW00053853,"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,5.4,2017,6.7,W,3527,3527,W,109,W,73,W,0,W,2,W,0,W,317,W,79,W,29,"W,0108, ",3.27," ,W,0520, ",99,"W,0824, ",,,,,,,,,29,"W,0108",,,,,,,473,7,473,W,63.35," ,W",73,W,80.2,W,65.8,W,140,W,190,W,35.1,W,57,W
USW00053853,"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,5.4,2018,6.5,W,,,,124,W,88,W,,,,,,,,,,,,,6.58," ,W,0211, ",,,,,,,,,,,,,,,,,,,888,6,888,W,70.17," ,W",,,,,,,340,W,350,W,42.9,W,59.1,W
USW00053853,"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,5.4,2019,6.7,W,,,,101,W,67,W,,,,,,,,,,,,,2.88," ,W,0606, ",,,,,,,,,,,,,,,,,,,,,,,53.35," ,W",,,,,,,330,W,60,W,31.1,W,42.1,W
USW00053853,"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,5.4,2020,6.9,W,,,,107,W,69,W,0,W,1,W,,,,,,,30,"W,0121, ",7.26," ,W,0915, ",,,,,,,,,,,30,"W,0121",,,,,,,,,,,56.41," ,W",,,,,64,W,340,W,350,W,36,W,47,W
USW00053853,"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,5.4,2021,6.3,W,2982,2982,W,,,,,0,W,1,W,0,W,300,W,40,W,29,"W,0216, ",,,95,"W,0727,+",,,,,,,,,29,"W,0216",,,,,,,1074,6,1074,W,,,70.8,W,77.8,W,63.8,W,150,W,150,W,32,W,47,W
USW00053853,"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,5.4,2022,6.5,W,3316,3316,W,107,W,72,W,0,W,4,W,0,W,287,W,79,W,22,"W,1224, ",2.45," ,W,0909, ",102,"W,0618, ",26,"W,1223",26,"W,1223",22,"W,1224",,,32,"W,0130",,,,,,,821,9,821,W,45.5," ,W",71.5,W,79.2,W,63.7,W,330,W,,,38,W,,
USW00053853,"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,5.4,2023,6.3,W,3335,3335,W,101,W,66,W,0,W,0,W,0,W,300,W,80,W,35,"W,0218, ",3.12," ,W,1202, ",104,"W,0826, ",,,,,,,,,,,,,,,,,697,1,697,W,48.65," ,W",72,W,79.6,W,64.5,W,330,W,320,W,38,W,69.1,W
USW00053860,"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,11.9,2016,7.2,W,3213,3213,W,91,W,57,W,0,W,6,W,0,W,300,W,102,W,30,"W,0124,+",6.64," ,W,1007, ",101,"W,0729,+",,,,,,,,,32,"W,0211",,,,,,,775,6,775,W,38.43," ,W",71.1,W,80.7,W,61.6,W,360,W,20,W,47,W,69.1,W
USW00053860,"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,11.9,2017,7.2,W,2965,2965,W,96,W,67,W,0,W,2,W,0,W,315,W,56,W,29,"W,0108, ",4.69," ,W,0612, ",95,"W,0816, ",,,,,,,,,32,"W,0109",,,,,,,712,5,712,W,55.3," ,W",71,W,80.2,W,61.9,W,140,W,140,W,46.1,W,70,W
USW00053860,"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,11.9,2018,6.9,W,3107,3107,W,125,W,81,W,0,W,9,W,0,W,289,W,64,W,26,"W,0118, ",2.37," ,W,0815, ",96,"W,0916,+",32,"W,1212",,,,,,,27,"W,0119",27,"W,0119",,,,,970,8,970,W,45.11," ,W",70.7,W,79.6,W,61.7,W,140,W,140,W,35.1,W,46.1,W
USW00053860,"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,11.9,2019,7.2,W,3196,3196,W,133,W,82,W,0,W,1,W,0,W,292,W,83,W,32,"W,0130, ",3.86," ,W,1007, ",99,"W,0527, ",,,,,,,,,32,"W,0130",,,,,,,935,3,935,W,47.63," ,W",71.4,W,80.6,W,62.3,W,330,W,320,W,36.9,W,48.1,W
USW00053860,"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,11.9,2020,7.2,W,3351,3351,W,160,W,99,W,0,W,2,W,0,W,310,W,81,W,30,"W,1227, ",4.84," ,W,0607, ",96,"W,0905,+",31,"W,1226",,,,,,,,,,,,,,,757,8,757,W,58.83," ,W",71.9,W,80.7,W,63.1,W,220,W,220,W,42.9,W,53,W
USW00053860,"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,11.9,2021,6.5,W,3015,3015,W,124,W,85,W,0,W,2,W,0,W,299,W,64,W,31,"W,0117, ",2.37," ,W,0704, ",97,"W,0615,+",,,,,,,,,32,"W,0204",,,,,,,931,1,931,W,61.44," ,W",70.9,W,80,W,61.8,W,230,W,230,W,36,W,47,W
USW00053860,"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,11.9,2022,6.9,W,3220,3220,W,128,W,80,W,0,W,6,W,0,W,304,W,88,W,26,"W,1226,+",2.44," ,W,1110,+",103,"W,0623, ",26,"W,1224",26,"W,1224",,,,,27,"W,0130",27,"W,0130",,,,,807,5,807,W,50.29," ,W",71.4,W,80.7,W,62,W,290,W,40,W,38.9,W,59.9,W
USW00053860,"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,11.9,2023,7.2,W,3291,3291,W,133,W,86,W,0,W,1,W,0,W,306,W,94,W,31,"W,0116, ",3.97," ,W,0926, ",100,"W,0730, ",,,,,,,,,31,"W,0116",,,,,,,702,1,702,W,57.49," ,W",72.1,W,81.7,W,62.5,W,230,W,200,W,38,W,59.1,W
USW00063871,"BONIFAY TRI CO AIRPORT, FL US",30.84315,-85.60431,31.2,2016,,,,,,,,,,0,W,19,W,,,,,,,26,"W,0124, ",,,,,31,"W,1120",,,,,,,30,"W,0211",26,"W,0124",,,,,,,,,,,,,,,57.2,W,170,W,170,W,36,W,51,W
USW00063871,"BONIFAY TRI CO AIRPORT, FL US",30.84315,-85.60431,31.2,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00063871,"BONIFAY TRI CO AIRPORT, FL US",30.84315,-85.60431,31.2,2020,3.8,W,2999,2999,W,,,,,0,W,15,W,0,W,303,W,104,W,25,"W,1226,+",,,98,"W,0905,+",29,"W,1201",27,"W,1218",,,,,32,"W,0228",25,"W,0122",,,,,,,,,,,70.1,W,81.4,W,58.8,W,140,W,340,W,32,W,52.1,W
USW00063871,"BONIFAY TRI CO AIRPORT, FL US",30.84315,-85.60431,31.2,2021,3.4,W,2568,2568,W,,,,,0,W,14,W,0,W,283,W,84,W,27,"W,0117, ",,,98,"W,0810,+",31,"W,1124",,,,,,,32,"W,0220",27,"W,0117",,,,,1366,7,1366,W,,,68.7,W,79.9,W,57.6,W,350,W,330,W,35.1,W,53,W
USW00063871,"BONIFAY TRI CO AIRPORT, FL US",30.84315,-85.60431,31.2,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00063871,"BONIFAY TRI CO AIRPORT, FL US",30.84315,-85.60431,31.2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,17.1,2016,5.8,W,3248,3248,W,108,W,74,W,0,W,18,W,0,W,312,W,134,W,26,"W,0124,+",4.11," ,W,0606, ",100,"W,0823,+",30,"W,1121",,,,,,,32,"W,0228",27,"W,0210",,,,,968,6,968,W,59.85," ,W",70.7,W,82.4,W,59,W,290,W,200,W,36,W,53,W
USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,17.1,2017,5.6,W,2910,2910,W,114,W,74,W,0,W,10,W,0,W,318,W,90,W,23,"W,0109, ",3.92," ,W,0606, ",98,"W,0818, ",29,"W,1209",26,"W,1210",,,,,27,"W,0316",27,"W,0316",23,"W,0109",,,834,5,834,W,55.22," ,W",70.1,W,81.3,W,58.9,W,290,W,330,W,40.9,W,55,W
USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,17.1,2018,5.6,W,3033,3033,W,135,W,101,W,0,W,23,W,0,W,288,W,118,W,20,"W,0118, ",4.21," ,W,0319, ",98,"W,0620, ",29,"W,1128",26,"W,1212",,,,,27,"W,0315",27,"W,0315",21,"W,0119",,,1362,5,1362,W,79.87," ,W",69.5,W,80.1,W,58.9,W,150,W,150,W,49,W,70.9,W
USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,17.1,2019,5.8,W,3223,3223,W,121,W,71,W,0,W,15,W,0,W,303,W,130,W,28,"W,1219,+",2.67," ,W,0719, ",101,"W,0918, ",29,"W,1203",,,,,,,31,"W,0307",,,,,,,1240,9,1240,W,39.07," ,W",70.5,W,81.6,W,59.5,W,210,W,170,W,40,W,57.9,W
USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,17.1,2020,6,W,3141,3141,W,121,W,84,W,0,W,17,W,0,W,311,W,94,W,22,"W,1226, ",3.89," ,W,0916, ",98,"W,0905,+",30,"W,1201",27,"W,1202",22,"W,1226",,,29,"W,0228",,,,,,,1104,3,1104,W,60.84," ,W",70.4,W,81.1,W,59.8,W,280,W,280,W,42.9,W,55,W
USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,17.1,2021,5.4,W,2727,2727,W,122,W,88,W,0,W,18,W,0,W,298,W,80,W,26,"W,0117, ",3.53," ,W,0102, ",98,"W,0731, ",32,"W,1123",27,"W,1124",,,,,32,"W,0309",27,"W,0204",,,,,1359,3,1359,W,48.63," ,W",69,W,79.8,W,58.1,W,120,W,230,W,38,W,47,W
USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,17.1,2022,5.6,W,2865,2865,W,118,W,78,W,0,W,20,W,0,W,295,W,102,W,18,"W,1226, ",3.62," ,W,0625, ",104,"W,0624, ",31,"W,1020",27,"W,1223",20,"W,1224",19,"W,1225",32,"W,0313",25,"W,0214",19,"W,0130",19,"W,0130",1267,9,1267,W,58.41," ,W",69.1,W,80.7,W,57.6,W,300,W,300,W,38.9,W,50.1,W
USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,17.1,2023,5.6,W,3186,3186,W,112,W,79,W,0,W,12,W,0,W,313,W,103,W,26,"W,0115, ",4.3," ,W,1202, ",102,"W,0825, ",27,"W,1129",27,"W,1129",,,,,32,"W,0321",26,"W,0115",,,,,972,9,972,W,60.03," ,W",71.1,W,82.4,W,59.8,W,80,W,340,W,40,W,57,W
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,36,2016,7.6,W,3188,3188,W,108,W,77,W,0,W,5,W,0,W,288,W,84,W,27,"W,0124, ",4.09," ,W,1205, ",97,"W,0924, ",,,,,,,,,29,"W,0210",27,"W,0124",,,,,991,4,991,W,64.65," ,W",70.8,W,79.3,W,62.2,W,320,W,310,W,48.1,W,59.9,W
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,36,2017,7.8,W,3300,3300,W,140,W,92,W,0,W,3,W,0,W,309,W,72,W,26,"W,0108, ",5.46," ,W,0830, ",98,"W,0720, ",32,"W,1210",,,,,,,26,"W,0108",26,"W,0108",,,,,655,0,655,W,91.96," ,W",71.7,W,80,W,63.3,W,130,W,130,W,44.1,W,57,W
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,36,2018,7.6,W,3176,3176,W,156,W,98,W,0,W,11,W,0,W,276,W,76,W,21,"W,0118, ",6.4," ,W,0905, ",98,"W,0513, ",,,,,,,,,26,"W,0119",26,"W,0119",21,"W,0118",,,1224,9,1224,W,90.05," ,W",70.2,W,78.4,W,62,W,330,W,320,W,40,W,55.9,W
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,36,2019,7.8,W,3282,3282,W,119,W,71,W,0,W,1,W,0,W,285,W,111,W,29,"W,1113, ",3.6," ,W,0606, ",102,"W,0918,+",29,"W,1113",,,,,,,,,,,,,,,1168,0,1168,W,52.58," ,W",71,W,79.8,W,62.1,W,10,W,270,W,36,W,53,W
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,36,2020,8.1,W,3205,3205,W,130,W,83,W,0,W,6,W,0,W,304,W,73,W,29,"W,1226,+",11.85," ,W,0916, ",98,"W,0905, ",30,"W,1201",,,,,,,31,"W,0122",,,,,,,971,5,971,W,76.5," ,W",71.1,W,79.7,W,62.6,W,160,W,160,W,74,W,91.9,W
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,36,2021,7.8,W,2965,2965,W,149,W,97,W,0,W,7,W,0,W,290,W,56,W,27,"W,0216, ",8.23," ,W,1004, ",97,"W,0801,+",,,,,,,,,32,"W,0220",27,"W,0216",,,,,1219,0,1219,W,88.48," ,W",70.1,W,78.4,W,61.7,W,150,W,140,W,57.9,W,81,W
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,36,2022,7.6,W,3201,3201,W,118,W,81,W,0,W,6,W,0,W,289,W,72,W,20,"W,1224, ",4.59," ,W,0811, ",101,"W,0623, ",24,"W,1223",24,"W,1223",20,"W,1224",,,32,"W,0129",,,,,,,1041,2,1041,W,69.08," ,W",70.5,W,79.2,W,61.7,W,300,W,300,W,51,W,74,W
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,36,2023,7.8,W,3452,3452,W,115,W,71,W,0,W,2,W,0,W,295,W,92,W,30,"W,0320, ",9.3," ,W,0615, ",105,"W,0826, ",,,,,,,,,30,"W,0320",,,,,,,874,4,874,W,59.21," ,W",72,W,80.8,W,63.2,W,340,W,340,W,38.9,W,51,W
USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,2016,8.3,W,3801,3801,W,122,W,73,W,0,W,0,W,0,W,342,W,89,W,35,"W,0124, ",11.22," ,W,0517, ",96,"W,0807,+",,,,,,,,,,,,,,,,,298,8,298,W,65.33," ,W",74.4,W,83,W,65.9,W,310,W,280,W,55,W,74,W
USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,2017,8.3,W,3848,3848,W,131,W,75,W,0,W,0,W,0,W,350,W,88,W,34,"W,0131, ",8.11," ,W,0910, ",97,"W,0729,+",,,,,,,,,,,,,,,,,195,1,195,W,58.44," ,W",74.8,W,83.8,W,65.7,W,190,W,70,W,38,W,53.9,W
USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,2018,8.1,W,3819,3819,W,117,W,66,W,0,W,1,W,0,W,340,W,84,W,32,"W,0118, ",2.2," ,W,0514, ",98,"W,0722, ",,,,,,,,,32,"W,0118",,,,,,,377,7,377,W,40.53," ,W",74.4,W,83.5,W,65.2,W,260,W,260,W,42.9,W,62,W
USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,2019,8.3,W,3948,3948,W,126,W,79,W,0,W,0,W,0,W,348,W,91,W,38,"W,0121, ",4.49," ,W,1212, ",97,"W,0906,+",,,,,,,,,,,,,,,,,301,0,301,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330,W,320,W,35.1,W,53.9,W
USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,2020,8.7,W,4176,4176,W,146,W,89,W,0,W,0,W,0,W,346,W,96,W,37,"W,1226,+",4.69," ,W,1003, ",97,"W,0701,+",,,,,,,,,,,,,,,,,238,3,238,W,64.12," ,W",75.5,W,84,W,67.1,W,300,W,70,W,35.1,W,47,W
USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,2021,7.8,W,3883,3883,W,118,W,64,W,0,W,1,W,0,W,351,W,91,W,30,"W,0204, ",2.87," ,W,1121, ",97,"W,0723, ",,,,,,,,,30,"W,0204",,,,,,,375,5,375,W,40.56," ,W",74.9,W,84.3,W,65.5,W,330,W,320,W,38.9,W,52.1,W
USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,2022,8.5,W,3830,3830,W,113,W,60,W,0,W,2,W,0,W,348,W,101,W,28,"W,0131, ",4.97," ,W,0604, ",98,"W,0817,+",,,,,,,,,28,"W,0131",,,,,,,251,4,251,W,45.19," ,W",74.6,W,83.7,W,65.5,W,140,W,160,W,49,W,66,W
USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,2023,8.3,W,4065,4065,W,124,W,79,W,0,W,0,W,0,W,351,W,99,W,33,"W,0116, ",3.23," ,W,0731, ",98,"W,0810, ",,,,,,,,,,,,,,,,,192,6,192,W,55.33," ,W",75.6,W,84.7,W,66.5,W,230,W,230,W,51,W,67.1,W
USW00012841,"ORLANDO EXECUTIVE AIRPORT, FL US",28.54653,-81.33544,31.7,2016,7.4,W,4052,4052,W,125,W,83,W,0,W,0,W,0,W,336,W,122,W,35,"W,0124, ",2.59," ,W,0804, ",98,"W,0708,+",,,,,,,,,,,,,,,,,316,6,316,W,54.87," ,W",75.1,W,84.1,W,66,W,280,W,270,W,40.9,W,57,W
USW00012841,"ORLANDO EXECUTIVE AIRPORT, FL US",28.54653,-81.33544,31.7,2017,7.6,W,4021,4021,W,115,W,68,W,0,W,0,W,0,W,348,W,131,W,35,"W,0108, ",6.95," ,W,0910, ",96,"W,0831,+",,,,,,,,,,,,,,,,,200,2,200,W,47.84," ,W",75.3,W,84.7,W,65.9,W,110,W,120,W,55.9,W,78.1,W
USW00012841,"ORLANDO EXECUTIVE AIRPORT, FL US",28.54653,-81.33544,31.7,2018,7.4,W,4074,4074,W,136,W,85,W,0,W,2,W,0,W,332,W,125,W,28,"W,0118, ",3.84," ,W,0819, ",96,"W,0919,+",,,,,,,,,28,"W,0118",,,,,,,403,8,403,W,52.32," ,W",74.9,W,84,W,65.7,W,180,W,200,W,40,W,52.1,W
USW00012841,"ORLANDO EXECUTIVE AIRPORT, FL US",28.54653,-81.33544,31.7,2019,7.4,W,4173,4173,W,132,W,84,W,0,W,0,W,0,W,338,W,130,W,38,"W,0121, ",4.1," ,W,0814, ",98,"W,0703,+",,,,,,,,,,,,,,,,,406,5,406,W,58.48," ,W",75.5,W,84.5,W,66.5,W,240,W,240,W,40,W,53,W
